"","strain","bio_reps","tech_reps","treatment","target","timepoint","rxn","ct","mean_tech_rep_ct"
"676","bhxk1-1","A",1,"(+)","DEGP2",12,2,21.20797157,21.4479255666667
"677","bhxk1-1","A",2,"(+)","DEGP2",12,2,21.43804359,21.4479255666667
"678","bhxk1-1","A",3,"(+)","DEGP2",12,2,21.69776154,21.4479255666667
"679","bhxk1-1","B",1,"(+)","DEGP2",12,2,21.64069748,21.66892624
"680","bhxk1-1","B",2,"(+)","DEGP2",12,2,21.67651749,21.66892624
"681","bhxk1-1","B",3,"(+)","DEGP2",12,2,21.68956375,21.66892624
"682","bhxk1-1","C",1,"(+)","DEGP2",12,2,22.21965981,22.1104526533333
"683","bhxk1-1","C",2,"(+)","DEGP2",12,2,22.01194382,22.1104526533333
"684","bhxk1-1","C",3,"(+)","DEGP2",12,2,22.09975433,22.1104526533333
"685","bhxk1-1","A",1,"(-)","COX10",12,2,23.04777908,23.05228551
"686","bhxk1-1","A",2,"(-)","COX10",12,2,22.98612976,23.05228551
"687","bhxk1-1","A",3,"(-)","COX10",12,2,23.12294769,23.05228551
"688","bhxk1-1","B",1,"(-)","COX10",12,2,22.50698853,22.6726989766667
"689","bhxk1-1","B",2,"(-)","COX10",12,2,22.65530014,22.6726989766667
"690","bhxk1-1","B",3,"(-)","COX10",12,2,22.85580826,22.6726989766667
"691","bhxk1-1","C",1,"(-)","COX10",12,2,22.94864273,22.9241422033333
"692","bhxk1-1","C",2,"(-)","COX10",12,2,22.92505646,22.9241422033333
"693","bhxk1-1","C",3,"(-)","COX10",12,2,22.89872742,22.9241422033333
"694","bhxk1-1","A",1,"(+)","COX10",12,2,23.33350372,23.2854506166667
"695","bhxk1-1","A",2,"(+)","COX10",12,2,23.30302429,23.2854506166667
"696","bhxk1-1","A",3,"(+)","COX10",12,2,23.21982384,23.2854506166667
"697","bhxk1-1","B",1,"(+)","COX10",12,2,23.17206192,23.1623020166667
"698","bhxk1-1","B",2,"(+)","COX10",12,2,23.15877342,23.1623020166667
"699","bhxk1-1","B",3,"(+)","COX10",12,2,23.15607071,23.1623020166667
"700","bhxk1-1","C",1,"(+)","COX10",12,2,23.56781006,23.55316162
"701","bhxk1-1","C",2,"(+)","COX10",12,2,23.56186676,23.55316162
"702","bhxk1-1","C",3,"(+)","COX10",12,2,23.52980804,23.55316162
"703","bhxk1-1","A",1,"(-)","BKT2",0.5,2,21.6447773,21.4941101066667
"704","bhxk1-1","A",2,"(-)","BKT2",0.5,2,21.12007141,21.4941101066667
"705","bhxk1-1","A",3,"(-)","BKT2",0.5,2,21.71748161,21.4941101066667
"706","bhxk1-1","B",1,"(-)","BKT2",0.5,2,21.44401169,21.0592505133333
"707","bhxk1-1","B",2,"(-)","BKT2",0.5,2,21.00695419,21.0592505133333
"708","bhxk1-1","B",3,"(-)","BKT2",0.5,2,20.72678566,21.0592505133333
"709","bhxk1-1","C",1,"(-)","BKT2",0.5,2,20.80526161,20.7685464233333
"710","bhxk1-1","C",2,"(-)","BKT2",0.5,2,20.66222191,20.7685464233333
"711","bhxk1-1","C",3,"(-)","BKT2",0.5,2,20.83815575,20.7685464233333
"712","bhxk1-1","A",1,"(+)","BKT2",0.5,2,21.26177216,NA
"713","bhxk1-1","A",2,"(+)","BKT2",0.5,2,21.21005821,NA
"714","bhxk1-1","A",3,"(+)","BKT2",0.5,2,NA,NA
"715","bhxk1-1","B",1,"(+)","BKT2",0.5,2,21.61267471,21.6783854166667
"716","bhxk1-1","B",2,"(+)","BKT2",0.5,2,21.63267136,21.6783854166667
"717","bhxk1-1","B",3,"(+)","BKT2",0.5,2,21.78981018,21.6783854166667
"718","bhxk1-1","C",1,"(+)","BKT2",0.5,2,20.88478279,20.8672421766667
"719","bhxk1-1","C",2,"(+)","BKT2",0.5,2,21.00285339,20.8672421766667
"720","bhxk1-1","C",3,"(+)","BKT2",0.5,2,20.71409035,20.8672421766667
"721","bhxk1-1","A",1,"(-)","SAD1",0.5,1,19.49736404,19.8341681133333
"722","bhxk1-1","A",2,"(-)","SAD1",0.5,1,20.09409904,19.8341681133333
"723","bhxk1-1","A",3,"(-)","SAD1",0.5,1,19.91104126,19.8341681133333
"724","bhxk1-1","B",1,"(-)","SAD1",0.5,1,21.13282776,20.90061188
"725","bhxk1-1","B",2,"(-)","SAD1",0.5,1,20.9896431,20.90061188
"726","bhxk1-1","B",3,"(-)","SAD1",0.5,1,20.57936478,20.90061188
"727","bhxk1-1","C",1,"(-)","SAD1",0.5,1,21.57254028,21.6773236566667
"728","bhxk1-1","C",2,"(-)","SAD1",0.5,1,21.7200737,21.6773236566667
"729","bhxk1-1","C",3,"(-)","SAD1",0.5,1,21.73935699,21.6773236566667
"730","bhxk1-1","A",1,"(+)","SAD1",0.5,1,21.33445168,21.63164584
"731","bhxk1-1","A",2,"(+)","SAD1",0.5,1,21.70600891,21.63164584
"732","bhxk1-1","A",3,"(+)","SAD1",0.5,1,21.85447693,21.63164584
"733","bhxk1-1","B",1,"(+)","SAD1",0.5,1,21.61559486,21.93516922
"734","bhxk1-1","B",2,"(+)","SAD1",0.5,1,21.8882885,21.93516922
"735","bhxk1-1","B",3,"(+)","SAD1",0.5,1,22.3016243,21.93516922
"736","bhxk1-1","C",1,"(+)","SAD1",0.5,1,23.00230408,23.1732076033333
"737","bhxk1-1","C",2,"(+)","SAD1",0.5,1,23.18519402,23.1732076033333
"738","bhxk1-1","C",3,"(+)","SAD1",0.5,1,23.33212471,23.1732076033333
"739","chxk1-2","A",1,"(-)","APPS",0.5,1,15.72336006,15.7634865433333
"740","chxk1-2","A",2,"(-)","APPS",0.5,1,15.81956196,15.7634865433333
"741","chxk1-2","A",3,"(-)","APPS",0.5,1,15.74753761,15.7634865433333
"742","chxk1-2","B",1,"(-)","APPS",0.5,1,16.32252312,16.16761144
"743","chxk1-2","B",2,"(-)","APPS",0.5,1,16.02272415,16.16761144
"744","chxk1-2","B",3,"(-)","APPS",0.5,1,16.15758705,16.16761144
"745","chxk1-2","C",1,"(-)","APPS",0.5,1,16.45113754,16.4979279833333
"746","chxk1-2","C",2,"(-)","APPS",0.5,1,16.54299545,16.4979279833333
"747","chxk1-2","C",3,"(-)","APPS",0.5,1,16.49965096,16.4979279833333
"748","chxk1-2","A",1,"(+)","APPS",0.5,1,15.87879372,15.9844649633333
"749","chxk1-2","A",2,"(+)","APPS",0.5,1,15.93308544,15.9844649633333
"750","chxk1-2","A",3,"(+)","APPS",0.5,1,16.14151573,15.9844649633333
"751","chxk1-2","B",1,"(+)","APPS",0.5,1,15.37891579,15.6947377533333
"752","chxk1-2","B",2,"(+)","APPS",0.5,1,15.80255604,15.6947377533333
"753","chxk1-2","B",3,"(+)","APPS",0.5,1,15.90274143,15.6947377533333
"754","chxk1-2","C",1,"(+)","APPS",0.5,1,15.61424923,15.7381219866667
"755","chxk1-2","C",2,"(+)","APPS",0.5,1,15.75012493,15.7381219866667
"756","chxk1-2","C",3,"(+)","APPS",0.5,1,15.8499918,15.7381219866667
"757","chxk1-2","A",1,"(-)","HXK1",0.5,1,18.70235825,18.7560602833333
"758","chxk1-2","A",2,"(-)","HXK1",0.5,1,18.78978729,18.7560602833333
"759","chxk1-2","A",3,"(-)","HXK1",0.5,1,18.77603531,18.7560602833333
"760","chxk1-2","B",1,"(-)","HXK1",0.5,1,18.7456646,18.7795016
"761","chxk1-2","B",2,"(-)","HXK1",0.5,1,18.75126648,18.7795016
"762","chxk1-2","B",3,"(-)","HXK1",0.5,1,18.84157372,18.7795016
"763","chxk1-2","C",1,"(-)","HXK1",0.5,1,18.91716194,18.72607231
"764","chxk1-2","C",2,"(-)","HXK1",0.5,1,18.36030769,18.72607231
"765","chxk1-2","C",3,"(-)","HXK1",0.5,1,18.9007473,18.72607231
"766","chxk1-2","A",1,"(+)","HXK1",0.5,1,18.03637886,18.3524983733333
"767","chxk1-2","A",2,"(+)","HXK1",0.5,1,18.48557091,18.3524983733333
"768","chxk1-2","A",3,"(+)","HXK1",0.5,1,18.53554535,18.3524983733333
"769","chxk1-2","B",1,"(+)","HXK1",0.5,1,17.97791481,18.2297534933333
"770","chxk1-2","B",2,"(+)","HXK1",0.5,1,18.32331276,18.2297534933333
"771","chxk1-2","B",3,"(+)","HXK1",0.5,1,18.38803291,18.2297534933333
"772","chxk1-2","C",1,"(+)","HXK1",0.5,1,18.42544937,18.6122639966667
"773","chxk1-2","C",2,"(+)","HXK1",0.5,1,18.62781525,18.6122639966667
"774","chxk1-2","C",3,"(+)","HXK1",0.5,1,18.78352737,18.6122639966667
"775","chxk1-2","A",1,"(-)","FAD2",0.5,1,26.8271904,26.8888613366667
"776","chxk1-2","A",2,"(-)","FAD2",0.5,1,26.96977043,26.8888613366667
"777","chxk1-2","A",3,"(-)","FAD2",0.5,1,26.86962318,26.8888613366667
"778","chxk1-2","B",1,"(-)","FAD2",0.5,1,27.24184418,27.3757088966667
"779","chxk1-2","B",2,"(-)","FAD2",0.5,1,27.38799667,27.3757088966667
"780","chxk1-2","B",3,"(-)","FAD2",0.5,1,27.49728584,27.3757088966667
"781","chxk1-2","C",1,"(-)","FAD2",0.5,1,28.14957619,28.1555455533333
"782","chxk1-2","C",2,"(-)","FAD2",0.5,1,28.10639763,28.1555455533333
"783","chxk1-2","C",3,"(-)","FAD2",0.5,1,28.21066284,28.1555455533333
"784","chxk1-2","A",1,"(+)","FAD2",0.5,1,27.59600067,27.7882792166667
"785","chxk1-2","A",2,"(+)","FAD2",0.5,1,27.79067421,27.7882792166667
"786","chxk1-2","A",3,"(+)","FAD2",0.5,1,27.97816277,27.7882792166667
"787","chxk1-2","B",1,"(+)","FAD2",0.5,1,27.28193855,27.46256256
"788","chxk1-2","B",2,"(+)","FAD2",0.5,1,27.41337013,27.46256256
"789","chxk1-2","B",3,"(+)","FAD2",0.5,1,27.692379,27.46256256
"790","chxk1-2","C",1,"(+)","FAD2",0.5,1,28.09265327,28.1240800233333
"791","chxk1-2","C",2,"(+)","FAD2",0.5,1,28.05400658,28.1240800233333
"792","chxk1-2","C",3,"(+)","FAD2",0.5,1,28.22558022,28.1240800233333
"793","chxk1-2","A",1,"(-)","GLK1",0.5,1,22.31989479,21.9501838666667
"794","chxk1-2","A",2,"(-)","GLK1",0.5,1,21.55774498,21.9501838666667
"795","chxk1-2","A",3,"(-)","GLK1",0.5,1,21.97291183,21.9501838666667
"796","chxk1-2","B",1,"(-)","GLK1",0.5,1,22.94843674,21.97464053
"797","chxk1-2","B",2,"(-)","GLK1",0.5,1,21.26361847,21.97464053
"798","chxk1-2","B",3,"(-)","GLK1",0.5,1,21.71186638,21.97464053
"799","chxk1-2","C",1,"(-)","GLK1",0.5,1,24.37144852,23.7286707566667
"800","chxk1-2","C",2,"(-)","GLK1",0.5,1,23.1924057,23.7286707566667
"801","chxk1-2","C",3,"(-)","GLK1",0.5,1,23.62215805,23.7286707566667
"802","chxk1-2","A",1,"(+)","GLK1",0.5,1,22.5255127,22.6115741733333
"803","chxk1-2","A",2,"(+)","GLK1",0.5,1,22.56497955,22.6115741733333
"804","chxk1-2","A",3,"(+)","GLK1",0.5,1,22.74423027,22.6115741733333
"805","chxk1-2","B",1,"(+)","GLK1",0.5,1,22.42205811,22.4731642433333
"806","chxk1-2","B",2,"(+)","GLK1",0.5,1,22.57684517,22.4731642433333
"807","chxk1-2","B",3,"(+)","GLK1",0.5,1,22.42058945,22.4731642433333
"808","chxk1-2","C",1,"(+)","GLK1",0.5,1,22.72654724,22.6481335966667
"809","chxk1-2","C",2,"(+)","GLK1",0.5,1,22.62956238,22.6481335966667
"810","chxk1-2","C",3,"(+)","GLK1",0.5,1,22.58829117,22.6481335966667
"811","chxk1-2","A",1,"(-)","GAP1",0.5,1,22.57061577,22.71031189
"812","chxk1-2","A",2,"(-)","GAP1",0.5,1,22.76693535,22.71031189
"813","chxk1-2","A",3,"(-)","GAP1",0.5,1,22.79338455,22.71031189
"814","chxk1-2","B",1,"(-)","GAP1",0.5,1,22.85141563,22.86314392
"815","chxk1-2","B",2,"(-)","GAP1",0.5,1,22.83139992,22.86314392
"816","chxk1-2","B",3,"(-)","GAP1",0.5,1,22.90661621,22.86314392
"817","chxk1-2","C",1,"(-)","GAP1",0.5,1,23.12315559,23.2764034233333
"818","chxk1-2","C",2,"(-)","GAP1",0.5,1,23.16409492,23.2764034233333
"819","chxk1-2","C",3,"(-)","GAP1",0.5,1,23.54195976,23.2764034233333
"820","chxk1-2","A",1,"(+)","GAP1",0.5,1,22.41922188,22.52853457
"821","chxk1-2","A",2,"(+)","GAP1",0.5,1,22.4212265,22.52853457
"822","chxk1-2","A",3,"(+)","GAP1",0.5,1,22.74515533,22.52853457
"823","chxk1-2","B",1,"(+)","GAP1",0.5,1,22.26132774,22.3478832233333
"824","chxk1-2","B",2,"(+)","GAP1",0.5,1,22.35316086,22.3478832233333
"825","chxk1-2","B",3,"(+)","GAP1",0.5,1,22.42916107,22.3478832233333
"826","chxk1-2","C",1,"(+)","GAP1",0.5,1,22.34524727,22.4703013133333
"827","chxk1-2","C",2,"(+)","GAP1",0.5,1,22.38529015,22.4703013133333
"828","chxk1-2","C",3,"(+)","GAP1",0.5,1,22.68036652,22.4703013133333
"829","chxk1-2","A",1,"(-)","BKT1",0.5,1,21.69630051,21.7683995566667
"830","chxk1-2","A",2,"(-)","BKT1",0.5,1,21.77287674,21.7683995566667
"831","chxk1-2","A",3,"(-)","BKT1",0.5,1,21.83602142,21.7683995566667
"832","chxk1-2","B",1,"(-)","BKT1",0.5,1,21.98215103,22.0741920466667
"833","chxk1-2","B",2,"(-)","BKT1",0.5,1,22.1027832,22.0741920466667
"834","chxk1-2","B",3,"(-)","BKT1",0.5,1,22.13764191,22.0741920466667
"835","chxk1-2","C",1,"(-)","BKT1",0.5,1,22.15518379,22.2192204766667
"836","chxk1-2","C",2,"(-)","BKT1",0.5,1,22.20393562,22.2192204766667
"837","chxk1-2","C",3,"(-)","BKT1",0.5,1,22.29854202,22.2192204766667
"838","chxk1-2","A",1,"(+)","BKT1",0.5,1,21.39608002,21.4940973933333
"839","chxk1-2","A",2,"(+)","BKT1",0.5,1,21.52422905,21.4940973933333
"840","chxk1-2","A",3,"(+)","BKT1",0.5,1,21.56198311,21.4940973933333
"841","chxk1-2","B",1,"(+)","BKT1",0.5,1,21.62792587,21.62304179
"842","chxk1-2","B",2,"(+)","BKT1",0.5,1,21.61747742,21.62304179
"843","chxk1-2","B",3,"(+)","BKT1",0.5,1,21.62372208,21.62304179
"844","chxk1-2","C",1,"(+)","BKT1",0.5,1,21.5823822,21.6010526
"845","chxk1-2","C",2,"(+)","BKT1",0.5,1,21.46749687,21.6010526
"846","chxk1-2","C",3,"(+)","BKT1",0.5,1,21.75327873,21.6010526
"847","chxk1-2","A",1,"(-)","PSAH",0.5,1,18.05860138,18.1610240933333
"848","chxk1-2","A",2,"(-)","PSAH",0.5,1,18.16078758,18.1610240933333
"849","chxk1-2","A",3,"(-)","PSAH",0.5,1,18.26368332,18.1610240933333
"850","chxk1-2","B",1,"(-)","PSAH",0.5,1,18.16564369,18.2319119766667
"851","chxk1-2","B",2,"(-)","PSAH",0.5,1,18.23379898,18.2319119766667
"852","chxk1-2","B",3,"(-)","PSAH",0.5,1,18.29629326,18.2319119766667
"853","chxk1-2","C",1,"(-)","PSAH",0.5,1,18.08967209,18.3292039233333
"854","chxk1-2","C",2,"(-)","PSAH",0.5,1,18.41814232,18.3292039233333
"855","chxk1-2","C",3,"(-)","PSAH",0.5,1,18.47979736,18.3292039233333
"856","chxk1-2","A",1,"(+)","PSAH",0.5,1,18.11169052,18.2549381233333
"857","chxk1-2","A",2,"(+)","PSAH",0.5,1,18.29522705,18.2549381233333
"858","chxk1-2","A",3,"(+)","PSAH",0.5,1,18.3578968,18.2549381233333
"859","chxk1-2","B",1,"(+)","PSAH",0.5,1,17.9213829,18.0397942833333
"860","chxk1-2","B",2,"(+)","PSAH",0.5,1,18.06841087,18.0397942833333
"861","chxk1-2","B",3,"(+)","PSAH",0.5,1,18.12958908,18.0397942833333
"862","chxk1-2","C",1,"(+)","PSAH",0.5,1,18.338377,18.39907201
"863","chxk1-2","C",2,"(+)","PSAH",0.5,1,18.45089912,18.39907201
"864","chxk1-2","C",3,"(+)","PSAH",0.5,1,18.40793991,18.39907201
"865","chxk1-2","A",1,"(-)","APPS",0.5,2,18.69977951,18.7384777066667
"866","chxk1-2","A",2,"(-)","APPS",0.5,2,18.73321915,18.7384777066667
"867","chxk1-2","A",3,"(-)","APPS",0.5,2,18.78243446,18.7384777066667
"868","chxk1-2","B",1,"(-)","APPS",0.5,2,18.82035828,18.8431701666667
"869","chxk1-2","B",2,"(-)","APPS",0.5,2,18.73813057,18.8431701666667
"870","chxk1-2","B",3,"(-)","APPS",0.5,2,18.97102165,18.8431701666667
"871","chxk1-2","C",1,"(-)","APPS",0.5,2,18.56497955,18.0574556966667
"872","chxk1-2","C",2,"(-)","APPS",0.5,2,18.49433136,18.0574556966667
"873","chxk1-2","C",3,"(-)","APPS",0.5,2,17.11305618,18.0574556966667
"874","chxk1-2","A",1,"(+)","APPS",0.5,2,18.32673264,18.3868567166667
"875","chxk1-2","A",2,"(+)","APPS",0.5,2,18.34087181,18.3868567166667
"876","chxk1-2","A",3,"(+)","APPS",0.5,2,18.4929657,18.3868567166667
"877","chxk1-2","B",1,"(+)","APPS",0.5,2,18.18227386,18.33127403
"878","chxk1-2","B",2,"(+)","APPS",0.5,2,18.39905739,18.33127403
"879","chxk1-2","B",3,"(+)","APPS",0.5,2,18.41249084,18.33127403
"880","chxk1-2","C",1,"(+)","APPS",0.5,2,18.43454933,18.6168079366667
"881","chxk1-2","C",2,"(+)","APPS",0.5,2,18.698349,18.6168079366667
"882","chxk1-2","C",3,"(+)","APPS",0.5,2,18.71752548,18.6168079366667
"883","chxk1-2","A",1,"(-)","PsbO",0.5,2,15.32733631,15.56568559
"884","chxk1-2","A",2,"(-)","PsbO",0.5,2,15.57257271,15.56568559
"885","chxk1-2","A",3,"(-)","PsbO",0.5,2,15.79714775,15.56568559
"886","chxk1-2","B",1,"(-)","PsbO",0.5,2,15.65817833,15.6881612166667
"887","chxk1-2","B",2,"(-)","PsbO",0.5,2,15.72724915,15.6881612166667
"888","chxk1-2","B",3,"(-)","PsbO",0.5,2,15.67905617,15.6881612166667
"889","chxk1-2","C",1,"(-)","PsbO",0.5,2,15.15936852,15.11803341
"890","chxk1-2","C",2,"(-)","PsbO",0.5,2,15.21459961,15.11803341
"891","chxk1-2","C",3,"(-)","PsbO",0.5,2,14.9801321,15.11803341
"892","chxk1-2","A",1,"(+)","PsbO",0.5,2,15.14642525,15.15828991
"893","chxk1-2","A",2,"(+)","PsbO",0.5,2,14.95404816,15.15828991
"894","chxk1-2","A",3,"(+)","PsbO",0.5,2,15.37439632,15.15828991
"895","chxk1-2","B",1,"(+)","PsbO",0.5,2,14.78564262,14.9665565466667
"896","chxk1-2","B",2,"(+)","PsbO",0.5,2,15.5205698,14.9665565466667
"897","chxk1-2","B",3,"(+)","PsbO",0.5,2,14.59345722,14.9665565466667
"898","chxk1-2","C",1,"(+)","PsbO",0.5,2,15.59468937,15.6034024566667
"899","chxk1-2","C",2,"(+)","PsbO",0.5,2,15.57035637,15.6034024566667
"900","chxk1-2","C",3,"(+)","PsbO",0.5,2,15.64516163,15.6034024566667
"901","chxk1-2","A",1,"(-)","RBCS1",0.5,2,9.946852684,9.990928968
"902","chxk1-2","A",2,"(-)","RBCS1",0.5,2,10.00801277,9.990928968
"903","chxk1-2","A",3,"(-)","RBCS1",0.5,2,10.01792145,9.990928968
"904","chxk1-2","B",1,"(-)","RBCS1",0.5,2,10.37307644,10.21233654
"905","chxk1-2","B",2,"(-)","RBCS1",0.5,2,10.12079811,10.21233654
"906","chxk1-2","B",3,"(-)","RBCS1",0.5,2,10.14313507,10.21233654
"907","chxk1-2","C",1,"(-)","RBCS1",0.5,2,9.85627079,9.84702205633333
"908","chxk1-2","C",2,"(-)","RBCS1",0.5,2,9.788241386,9.84702205633333
"909","chxk1-2","C",3,"(-)","RBCS1",0.5,2,9.896553993,9.84702205633333
"910","chxk1-2","A",1,"(+)","RBCS1",0.5,2,10.310256,10.1050138446667
"911","chxk1-2","A",2,"(+)","RBCS1",0.5,2,10.04882526,10.1050138446667
"912","chxk1-2","A",3,"(+)","RBCS1",0.5,2,9.955960274,10.1050138446667
"913","chxk1-2","B",1,"(+)","RBCS1",0.5,2,9.793228149,9.786432584
"914","chxk1-2","B",2,"(+)","RBCS1",0.5,2,9.823037148,9.786432584
"915","chxk1-2","B",3,"(+)","RBCS1",0.5,2,9.743032455,9.786432584
"916","chxk1-2","C",1,"(+)","RBCS1",0.5,2,10.24137974,10.1013615933333
"917","chxk1-2","C",2,"(+)","RBCS1",0.5,2,10.09036541,10.1013615933333
"918","chxk1-2","C",3,"(+)","RBCS1",0.5,2,9.97233963,10.1013615933333
"919","chxk1-2","A",1,"(-)","MLDP1",0.5,2,16.85178566,16.7227535266667
"920","chxk1-2","A",2,"(-)","MLDP1",0.5,2,16.26224518,16.7227535266667
"921","chxk1-2","A",3,"(-)","MLDP1",0.5,2,17.05422974,16.7227535266667
"922","chxk1-2","B",1,"(-)","MLDP1",0.5,2,17.00012207,17.1616840366667
"923","chxk1-2","B",2,"(-)","MLDP1",0.5,2,17.25329781,17.1616840366667
"924","chxk1-2","B",3,"(-)","MLDP1",0.5,2,17.23163223,17.1616840366667
"925","chxk1-2","C",1,"(-)","MLDP1",0.5,2,17.31734657,17.3950538633333
"926","chxk1-2","C",2,"(-)","MLDP1",0.5,2,17.36869431,17.3950538633333
"927","chxk1-2","C",3,"(-)","MLDP1",0.5,2,17.49912071,17.3950538633333
"928","chxk1-2","A",1,"(+)","MLDP1",0.5,2,16.8777523,17.143809
"929","chxk1-2","A",2,"(+)","MLDP1",0.5,2,17.20984459,17.143809
"930","chxk1-2","A",3,"(+)","MLDP1",0.5,2,17.34383011,17.143809
"931","chxk1-2","B",1,"(+)","MLDP1",0.5,2,16.70622253,16.8069407133333
"932","chxk1-2","B",2,"(+)","MLDP1",0.5,2,16.52057648,16.8069407133333
"933","chxk1-2","B",3,"(+)","MLDP1",0.5,2,17.19402313,16.8069407133333
"934","chxk1-2","C",1,"(+)","MLDP1",0.5,2,16.52791786,16.9630393966667
"935","chxk1-2","C",2,"(+)","MLDP1",0.5,2,16.78535461,16.9630393966667
"936","chxk1-2","C",3,"(+)","MLDP1",0.5,2,17.57584572,16.9630393966667
"937","chxk1-2","A",1,"(-)","SMP1",0.5,2,17.12684822,17.1065514866667
"938","chxk1-2","A",2,"(-)","SMP1",0.5,2,16.92904663,17.1065514866667
"939","chxk1-2","A",3,"(-)","SMP1",0.5,2,17.26375961,17.1065514866667
"940","chxk1-2","B",1,"(-)","SMP1",0.5,2,17.23804474,17.0070444766667
"941","chxk1-2","B",2,"(-)","SMP1",0.5,2,16.9958725,17.0070444766667
"942","chxk1-2","B",3,"(-)","SMP1",0.5,2,16.78721619,17.0070444766667
"943","chxk1-2","C",1,"(-)","SMP1",0.5,2,16.95278931,16.9376182566667
"944","chxk1-2","C",2,"(-)","SMP1",0.5,2,16.68414688,16.9376182566667
"945","chxk1-2","C",3,"(-)","SMP1",0.5,2,17.17591858,16.9376182566667
"946","chxk1-2","A",1,"(+)","SMP1",0.5,2,16.26459122,15.97421392
"947","chxk1-2","A",2,"(+)","SMP1",0.5,2,15.75092602,15.97421392
"948","chxk1-2","A",3,"(+)","SMP1",0.5,2,15.90712452,15.97421392
"949","chxk1-2","B",1,"(+)","SMP1",0.5,2,16.22345352,16.40453911
"950","chxk1-2","B",2,"(+)","SMP1",0.5,2,16.35573006,16.40453911
"951","chxk1-2","B",3,"(+)","SMP1",0.5,2,16.63443375,16.40453911
"952","chxk1-2","C",1,"(+)","SMP1",0.5,2,15.43232536,15.93825213
"953","chxk1-2","C",2,"(+)","SMP1",0.5,2,16.17238808,15.93825213
"954","chxk1-2","C",3,"(+)","SMP1",0.5,2,16.21004295,15.93825213
"955","chxk1-2","A",1,"(-)","PYK2",0.5,2,21.39593697,21.43806712
"956","chxk1-2","A",2,"(-)","PYK2",0.5,2,21.52111244,21.43806712
"957","chxk1-2","A",3,"(-)","PYK2",0.5,2,21.39715195,21.43806712
"958","chxk1-2","B",1,"(-)","PYK2",0.5,2,21.41730118,21.4728844966667
"959","chxk1-2","B",2,"(-)","PYK2",0.5,2,21.41396141,21.4728844966667
"960","chxk1-2","B",3,"(-)","PYK2",0.5,2,21.5873909,21.4728844966667
"961","chxk1-2","C",1,"(-)","PYK2",0.5,2,20.88416481,20.8883743266667
"962","chxk1-2","C",2,"(-)","PYK2",0.5,2,20.85267639,20.8883743266667
"963","chxk1-2","C",3,"(-)","PYK2",0.5,2,20.92828178,20.8883743266667
"964","chxk1-2","A",1,"(+)","PYK2",0.5,2,20.33225632,20.48582077
"965","chxk1-2","A",2,"(+)","PYK2",0.5,2,20.69494629,20.48582077
"966","chxk1-2","A",3,"(+)","PYK2",0.5,2,20.4302597,20.48582077
"967","chxk1-2","B",1,"(+)","PYK2",0.5,2,20.30824471,20.4170386033333
"968","chxk1-2","B",2,"(+)","PYK2",0.5,2,20.38698006,20.4170386033333
"969","chxk1-2","B",3,"(+)","PYK2",0.5,2,20.55589104,20.4170386033333
"970","chxk1-2","C",1,"(+)","PYK2",0.5,2,20.41009521,20.4658031433333
"971","chxk1-2","C",2,"(+)","PYK2",0.5,2,20.32909584,20.4658031433333
"972","chxk1-2","C",3,"(+)","PYK2",0.5,2,20.65821838,20.4658031433333
"973","chxk1-2","A",1,"(-)","LHC16",0.5,2,14.79446125,14.61080583
"974","chxk1-2","A",2,"(-)","LHC16",0.5,2,14.41900158,14.61080583
"975","chxk1-2","A",3,"(-)","LHC16",0.5,2,14.61895466,14.61080583
"976","chxk1-2","B",1,"(-)","LHC16",0.5,2,14.72245884,14.8390286766667
"977","chxk1-2","B",2,"(-)","LHC16",0.5,2,14.70666218,14.8390286766667
"978","chxk1-2","B",3,"(-)","LHC16",0.5,2,15.08796501,14.8390286766667
"979","chxk1-2","C",1,"(-)","LHC16",0.5,2,13.89669514,13.4331531533333
"980","chxk1-2","C",2,"(-)","LHC16",0.5,2,11.96686363,13.4331531533333
"981","chxk1-2","C",3,"(-)","LHC16",0.5,2,14.43590069,13.4331531533333
"982","chxk1-2","A",1,"(+)","LHC16",0.5,2,13.85702991,13.44742139
"983","chxk1-2","A",2,"(+)","LHC16",0.5,2,14.191082,13.44742139
"984","chxk1-2","A",3,"(+)","LHC16",0.5,2,12.29415226,13.44742139
"985","chxk1-2","B",1,"(+)","LHC16",0.5,2,14.4288969,14.1233612666667
"986","chxk1-2","B",2,"(+)","LHC16",0.5,2,14.69882488,14.1233612666667
"987","chxk1-2","B",3,"(+)","LHC16",0.5,2,13.24236202,14.1233612666667
"988","chxk1-2","C",1,"(+)","LHC16",0.5,2,14.6804409,14.6942536033333
"989","chxk1-2","C",2,"(+)","LHC16",0.5,2,15.09350395,14.6942536033333
"990","chxk1-2","C",3,"(+)","LHC16",0.5,2,14.30881596,14.6942536033333
"991","chxk1-2","A",1,"(-)","MybTF",0.5,2,24.16844177,23.62186114
"992","chxk1-2","A",2,"(-)","MybTF",0.5,2,23.08272171,23.62186114
"993","chxk1-2","A",3,"(-)","MybTF",0.5,2,23.61441994,23.62186114
"994","chxk1-2","B",1,"(-)","MybTF",0.5,2,23.3433857,23.42130534
"995","chxk1-2","B",2,"(-)","MybTF",0.5,2,23.39488411,23.42130534
"996","chxk1-2","B",3,"(-)","MybTF",0.5,2,23.52564621,23.42130534
"997","chxk1-2","C",1,"(-)","MybTF",0.5,2,23.45897102,23.5704472833333
